,index,body,Target,Date,I(positive),I(neutral),I(negative),I(positive)*score,I(neutral)*score,I(negative)*score
861,6420,eww mexico ishares yieldeww tesla hvuto smh eww nasdaq share,0,2015-06-25 19:36:08,1,0,0,0.7109476327896118,0.0,0.0
862,7251,tesla forming a coil now on the lower time framegiven massive reference point discussed earlierthats a big deal,0,2016-04-21 17:41:44,0,0,1,0.0,0.0,0.5199816226959229
863,7779,stock picking by algorithms tesla aapl rad nflx amzn srpt opk memorial day sale premium package,0,2015-05-25 17:01:10,0,1,0,0.0,0.6443549990653992,0.0
864,28808,musk we just created perpetual motiontsla bear no you didnttsla bull really you wanna doubt the guy who just created perpetual motion,1,2018-07-02 02:35:45,0,0,1,0.0,0.0,0.7884613275527954
865,16751,tesla high open interest range is 24500 to 23000 for option expiration 02032017,1,2017-01-27 14:10:43,0,0,1,0.0,0.0,0.7813394665718079
866,19918,rt tesla hft algos triggered sell in sigmax crossfinder ats lx 0944 pt 21000 quant msft twtr goog amzn aapl nflx fb qqq,0,2016-05-24 13:44:23,0,1,0,0.0,0.5750213861465454,0.0
867,2296,welp lol next week bout to be bananas tesla,1,2018-08-11 04:29:04,0,1,0,0.0,0.6110453009605408,0.0
868,21525,track trending assets in 1 watchlist fb mcd spx t tesla assetsfbmcdspxttsla,0,2015-12-12 17:25:51,0,0,1,0.0,0.0,0.9413049817085266
869,27383,tesla getting high beta sell off memo now,0,2016-03-07 15:30:11,0,1,0,0.0,0.5788086652755737,0.0
870,1457,sold all 650 posted entry 540 support 200 who knows tesla nov 4 205p thank you mr market,1,2016-10-28 18:12:27,0,0,1,0.0,0.0,0.9348599910736084
871,12387,wondering about risks of tesla the 63day volatility is 2143,0,2015-12-30 03:54:37,1,0,0,0.9017433524131775,0.0,0.0
872,13177,tesla evercore isi crooks gettin us our gapfill thankgod 4 scumbagz,0,2017-05-08 13:07:18,0,1,0,0.0,0.8116891980171204,0.0
873,7638,afternoon price volume leaders tesla amzn baba nflx aapl fb nvda mu dvmt vmw msft bac goog see the full list at activepricevolumeleaders,1,2018-07-02 18:28:45,0,1,0,0.0,0.8822336196899414,0.0
874,15633,tesla video update,0,2015-07-21 11:47:21,0,0,1,0.0,0.0,0.593630850315094
875,3281,i think youre doing it wrong tslaq tesla,0,2018-10-04 21:10:33,0,1,0,0.0,0.8298152089118958,0.0
876,18264,continuing on this theme ive got a story coming up shortly on tesla tesla who also took liberties with its reporting under the new revenue standard,1,2018-08-04 14:54:54,0,1,0,0.0,0.8838606476783752,0.0
877,14565,hey wanna see how you piss off the tesla,1,2018-08-07 17:40:04,0,1,0,0.0,0.8385077118873596,0.0
878,27064,tesla banked more money on calls for team cc tin27 all week long our team banked good money,1,2016-10-20 16:12:27,1,0,0,0.9757928252220154,0.0,0.0
879,29164,tesla gm and f market capitalization 6 years ago tesla was only 110th of gm and f,1,2018-09-04 11:57:38,0,1,0,0.0,0.550139844417572,0.0
880,17817,again where do they get the money fromtsla is facing a 46b current budget shortfall 22b working capital 24b planned capextheyve spent 10s of billions for 200k carsyrwhere do they get the next 10b especially when musk says no capital raise,0,2018-06-05 02:08:49,0,1,0,0.0,0.6308921575546265,0.0
881,32593,tesla i think 223225 today if it breaks 222 on this push its making right now,0,2015-10-13 15:38:04,0,0,1,0.0,0.0,0.8211161494255066
882,37785,irememberwhenitbroke50likeitwasyesterdayafterconsumerreportspieceassafestandbestinclasscar2013tsla,0,2018-10-25 13:08:40,0,0,1,0.0,0.0,0.7771509289741516
883,28348,tesla picked up momentum here from down 2 to up 2,0,2017-08-02 18:00:55,0,0,1,0.0,0.0,0.7782184481620789
884,12903,tesla aeis new competitive investment ideas at id1937115d0ff440b7bcbfce1ca42e869bsridbe61253d68c24ecea18d2cbc04d6dd93fromstocktwits,0,2017-10-15 11:09:29,0,1,0,0.0,0.5706154704093933,0.0
885,16711,commented on digital photography offers tesla fans a lesson digitalphotographyoffersteslafanslessonsourcetweet tesla,1,2016-08-12 15:52:01,1,0,0,0.6902846097946167,0.0,0.0
886,37798,teslas powerpack 2 is a perfect fit for military ground deployments tesla tesla,1,2017-01-27 22:21:50,0,1,0,0.0,0.9038071036338806,0.0
887,26353,via bagholderquotes last ditch effort from big oil and the shorts before impressive q3 results tesla tesla,1,2018-09-27 20:45:44,0,1,0,0.0,0.6672323346138,0.0
888,1682,scty solarcity corps buffalo factory to begin production by summer tesla inc factoryproductionsummer tesla stocks stockmarket qqq v,1,2017-02-23 20:15:01,0,1,0,0.0,0.8988018035888672,0.0
889,9288,calling elons blufftimestamp of course tesla needs billions of usd to survive reminder elon shrewdly bluffed lied himself out of bankruptcy back in 2008 now ten years ago proof see attachment source ft alexandra scaggs eight dimensional chess with elon musk,0,2018-06-08 19:27:23,0,1,0,0.0,0.8300436735153198,0.0
890,32772,closed redrealized 2500unrealized 3000 but still liking pfe into next wk now post erprem burn nvda tesla closed out options,0,2017-10-31 20:09:27,0,0,1,0.0,0.0,0.6360906958580017
891,39447,add fb to my list of closing trades along with nflx msnt tesla and aapl on yesterday total gain 126500,0,2015-06-16 19:38:31,0,1,0,0.0,0.6551257967948914,0.0
892,25002,trump brings big change to climate policies environment318824trumpbringsbigchangetoclimatepolicieswj3uikf0t4itwitter but but but elon is on that jobs committeesorry tesla,1,2017-02-10 16:47:38,1,0,0,0.6914223432540894,0.0,0.0
893,23058,funny this should be tesla maybe tomorrow,1,2015-02-12 02:27:48,0,1,0,0.0,0.5186326503753662,0.0
894,22602,how to play tesla master plan 2 buy some weekly calls because tesla has a huge numbers of aficionados long play buy leaps puts pt 105,1,2016-07-21 07:49:59,0,1,0,0.0,0.8608104586601257,0.0
895,39139,tesla did you sell those premiums would have been awesome,0,2015-08-13 17:25:39,0,1,0,0.0,0.773966908454895,0.0
896,7096,lexus dreaming of joining tesla tesla ranks,1,2017-01-25 17:56:40,0,0,1,0.0,0.0,0.727961540222168
897,18955,litecoin was the top performing cryptocurrency in february gld xauusd tesla barc lyg jpm c gbtc sq amzn coin aapl spy nflx nvda mu opec usd jpy usoil ukoil topperformingcryptocurrencyfebruary,1,2018-03-01 14:01:28,0,0,1,0.0,0.0,0.8857697248458862
898,24672,looking like a key point again tesla bondsseems like there is no tweet left no semi no mod y no ap v9 no 10k a week m3prod funding kinda not really securedhowever a equity raise of 5 to 10 billion changes everything,1,2018-08-29 16:14:01,0,1,0,0.0,0.7524482607841492,0.0
899,35332,tesla green mountain working together to bundle powerwall powerback batteries tesla creeping all time high stock price at 32725 tesla,0,2017-05-12 16:00:28,0,1,0,0.0,0.770037055015564,0.0
900,6013,nflx pop and fade didnt hit the 378 level i anticipated tesla doing better waiting for entry,1,2018-09-19 13:57:22,0,1,0,0.0,0.5237462520599365,0.0
901,37860,tesla do the big 3 ceos combined know as much about the science of liion as elon me thinks not,1,2018-02-07 23:18:13,0,1,0,0.0,0.6258057355880737,0.0
902,26791,amazing dont think zuck got one of these elon musk gifted custom diamond and ruby tesla ring worth nearly 40k tesla tesla,0,2018-12-21 23:55:41,0,1,0,0.0,0.8980968594551086,0.0
903,39813,although spacex is a separate company from tesla it does make teslas perception more high tech and advanced than any other auto manufacturers i wouldnt be surprised if one day takes tesla private,1,2018-09-14 13:48:38,0,1,0,0.0,0.7298603057861328,0.0
904,33903,tesla was downgraded to 160 citron have something to do with this lol,0,2016-06-22 15:18:00,0,1,0,0.0,0.6973763108253479,0.0
905,39937,icnb007 christie brinkley chicago binnystoday amzn tesla wmt tgt nvda spy gld ebay aapl fb twtr gs s goog,0,2017-10-07 13:50:10,0,1,0,0.0,0.9147210717201233,0.0
906,12179,got so excited i didnt do my usual janky highlighting of key points id like to highlight that theyve been held for a weekmakes the show of disfaith from gene nomura et all earlier this week a bit more sus and a bit more interestingtsla tslaq,1,2018-09-13 19:24:57,0,1,0,0.0,0.6360626220703125,0.0
907,9370,crazy eddie memoirs ambiguity favors the fraudsters tesla,1,2018-09-03 17:54:24,0,1,0,0.0,0.6501898765563965,0.0
908,32756,selling tesla 350 calls expiring friday for 097,0,2018-10-01 15:16:02,0,0,1,0.0,0.0,0.6733495593070984
909,18597,the line is blurring between teslas standard practice of taking money for products it cant deliver full selfdriving 35k model 3 semi truck etc and outright parody tesla tslaq,0,2018-10-05 14:03:33,0,0,1,0.0,0.0,0.535847008228302
910,39062,spy dt watchlist spy qqq dia iwm aapl tesla vxx amzn nflx gdx gld fb twtr shooting for 100 again today,1,2015-03-26 12:42:31,0,1,0,0.0,0.6446883082389832,0.0
911,9681,tesla and here we goooooo want to see that bum rush on a 34280 break,1,2018-08-16 15:32:31,0,1,0,0.0,0.7299284934997559,0.0
912,33001,nice to see stepping up to mediate these tesla delivery debacles what about you,0,2018-10-18 07:09:09,1,0,0,0.5279739499092102,0.0,0.0
913,10876,the fourth quarter is looking good for tesla so far read here tesla teslamotors electricvehicle elonmusk,0,2017-12-11 22:15:07,0,1,0,0.0,0.9119818806648254,0.0
914,17034,account payable once again growing tesla,0,2018-05-02 20:59:38,0,1,0,0.0,0.5414605736732483,0.0
915,11852,tesla 246 24 888 overdone 24575 am 3 periods in yr chart similar ta classic pattern up oct down to lows marapr could go 210,0,2015-08-07 03:03:07,0,0,1,0.0,0.0,0.893925130367279
916,36417,unlead gas is 278 wow it is so economy recovery for consumers with stagnation wages no middle class paid lol esf spy aapl tesla,0,2015-06-02 12:16:07,0,1,0,0.0,0.6303604245185852,0.0
917,29637,time to quench our fellow european tesla lovers thirst for their tesla model 3s model3europeconfigure teslamodel3 tesla,0,2018-12-05 20:07:29,0,1,0,0.0,0.8650944232940674,0.0
918,6326,rt insider tesla motors tesla target cut to 70 at bofamerrill lynch following weak q4 much more downside ahead,1,2015-02-12 13:12:17,0,1,0,0.0,0.5271097421646118,0.0
919,4564,anybody who cant see the conflict of interest in morgan stanley deserves to lose their money tesla,1,2015-02-19 15:57:39,0,1,0,0.0,0.8142327666282654,0.0
920,25900,tesla double bottom breakout on big volume,0,2018-10-29 07:11:55,0,1,0,0.0,0.6003161668777466,0.0
921,550,obviously my options would love something tslalike but have a very very hard time imagining anything like that happening,0,2015-10-23 09:08:50,0,0,1,0.0,0.0,0.8461019992828369
922,3930,dont miss our next free option trade sign up for our daily free trades at nvda tesla gs aapl bac googl fb,0,2018-11-21 18:01:38,0,1,0,0.0,0.8094868063926697,0.0
923,22186,1some media turning against elonmusk by digging the relations with employeestesla teslaenergy tesla tesla,0,2015-05-15 20:37:05,0,1,0,0.0,0.8599424362182617,0.0
924,21016,paying for the car forthecar tesla tesla,0,2018-12-20 08:34:02,0,0,1,0.0,0.0,0.6042279601097107
925,33553,excellent article on the production problems at in fremont with a straightforward response by tesla,0,2018-05-14 01:30:30,0,1,0,0.0,0.7521929144859314,0.0
926,22871,blurring the line between wrong and fake cmon si of float 2 for amzn 25 for tesla yeesh,1,2018-08-31 15:42:11,0,0,1,0.0,0.0,0.8838133811950684
927,9532,bbc aapl should buy tesla now and accelerate the car project totally agree good use of,0,2016-01-06 12:47:31,0,1,0,0.0,0.5457435846328735,0.0
928,24367,the guy is a moron it proves all the in the world cant fix stupid tesla investors never learn,1,2015-03-27 17:56:14,0,1,0,0.0,0.9175781011581421,0.0
929,20110,would opium have been ok i have no idea but i imagine musk would be happy to oblige tesla,1,2018-09-10 03:06:55,0,1,0,0.0,0.6442723274230957,0.0
930,31742,somehow this happened and the stock never passed 400 did i miss something tesla,1,2018-08-07 20:01:04,0,1,0,0.0,0.5963839888572693,0.0
931,1033,kndi the awakening ev tesla,0,2016-06-29 16:21:04,0,0,1,0.0,0.0,0.8773103952407837
932,38966,abusive people are insecure and when one doesnt think enough of their own opinion or know how to defend it theyll incite the help of others just as did demanding the whiteknight for him on so too does this tesla muskrat,1,2018-07-25 19:03:41,0,1,0,0.0,0.7153117060661316,0.0
933,30283,commented on how many widgets does tesla have to produce manywidgetsteslaproducesourcetweet amd nvda tesla,0,2017-07-11 16:53:33,1,0,0,0.9019578695297241,0.0,0.0
934,70,tesla what people dont understand is that investors dont care what analysts think and valuation and deliveries this is the future,0,2016-04-08 16:05:40,0,1,0,0.0,0.7789179086685181,0.0
935,39796,game on for tesla motors in new jersey gameonforteslamotorsinnewjerseysourcetweet tesla,1,2015-03-19 15:05:48,0,0,1,0.0,0.0,0.5925877094268799
936,12507,tesla on track to make 8000 model 3s per week says analyst who visited plant tesla tesla model3productionsjust123828619html,1,2018-08-16 13:40:04,0,0,1,0.0,0.0,0.7841340899467468
937,25366,tesla down almost 10 its brutal out there today people,0,2016-02-05 19:08:40,0,0,1,0.0,0.0,0.5302422046661377
938,13958,november 6 2015 weekly wrapup live from of the nysefb tesla twc atvi king,0,2015-11-06 21:39:33,1,0,0,0.9206785559654236,0.0,0.0
939,3177,elon musk appeared to smoke weed during a live podcast interview and tesla shares dropped sharply,1,2018-09-07 15:52:25,0,1,0,0.0,0.5599527359008789,0.0
940,21579,low ishares iboxx investment grade corporate bond fund day lowlow googl tesla hvuto low investing stocks,0,2016-01-13 04:44:14,0,1,0,0.0,0.6534458994865417,0.0
941,853,potus elon plz keep tweeting how else a schmo like me gets 2c 1st hand not media filtered what imp ppl think tesla,1,2018-08-16 15:14:04,0,1,0,0.0,0.6100115776062012,0.0
942,6346,all evidence suggests he is a hero so cancel my tesla,1,2018-07-18 22:51:01,0,0,1,0.0,0.0,0.6753442883491516
943,29625,unfortunately its absolutely true spacex scty and tesla were facilitated by previous admin,1,2017-01-26 05:15:54,0,0,1,0.0,0.0,0.5221959948539734
944,6394,tesla hourly about to crack that bear flag,1,2017-03-03 16:26:14,0,1,0,0.0,0.855607807636261,0.0
945,2730,tesla down more than 10 after consumer reports pulls recommendation,0,2015-10-20 18:40:40,0,1,0,0.0,0.6989582180976868,0.0
946,39249,tesla kimbal musk single handedly deflated the look at the huge lines of demand in europe pumps today with his plant a seed performance on live tv,0,2018-11-15 16:49:09,0,1,0,0.0,0.8322467803955078,0.0
947,25486,the performance model 3 features a dual motor all wheel drive 060 in 35 seconds and 155 top speed heres a few photos showcasing the m3 performance the smile of a man who waited 25 years for his tesla to arrive model3performance,1,2018-09-08 00:48:21,0,1,0,0.0,0.6864858865737915,0.0
948,29242,gain from movement in these buzzing assets ril tesla twtr usdcad assetsriltslatwtrusdcad,1,2016-09-23 12:46:06,1,0,0,0.7878238558769226,0.0,0.0
949,7827,ive seen tesla go back over 300 so many times for no reason it does make a nice speculation but surely institutionals are going to dump this turd sooner or later for now though id not be surprised to see another run over 300 from some trash musk tweet,1,2018-09-28 15:30:06,1,0,0,0.9213342070579529,0.0,0.0
950,8899,tesla tesla just outsold mercedesbenz in the us for the first timestockmarket stocks entrepreneur money wallstreet trader investor investment invest business wealth trading utmsourceigtwittershareigshidwmhvuxwku9j7,0,2018-10-14 00:46:06,0,1,0,0.0,0.7319304347038269,0.0
951,9480,icld0044 alert reversing hard pennyland bound bioaq imtv idvv drus rbiz andi coho fusz biel aryc libe amfe rshn empm rgdl ocln pbya tomi dirv blsp canbamzn tesla wmt tgt nvda spy gld ebay aapl fb twtr gs s goog dis,1,2018-09-19 16:45:55,0,1,0,0.0,0.865143895149231,0.0
952,28346,for the tesla bulls may as well include too dont want or need a capital raise i wonder if they have received a wells notice yet,0,2018-06-17 17:33:11,0,1,0,0.0,0.8406955599784851,0.0
953,24150,tesla tonight law 18 maintain a sense of momentum keep hyping something new tableofcontentshtml,0,2015-04-30 22:53:07,0,1,0,0.0,0.8745999932289124,0.0
954,24620,obviously the shorts and puts have worked very well and i dont expect that to change tomorrow if tesla manages to rally it will be a dead car bounce tesla,1,2018-03-29 01:57:24,0,1,0,0.0,0.7444412112236023,0.0
955,4285,dawg u up 079 in the ah after this newsyour boys got nothingtsla tslaq,0,2018-10-19 01:07:54,0,1,0,0.0,0.8078501224517822,0.0
956,7298,tesla semi prototype spied driving on the highway between fremont and gigafactory 1electricvehicles solar solarenergy environmentcleanair tesla smh autonomousvehicles carsgm f stocks news breakingnewssemiprototypespiedhighwayfremontgigafactory1 via,1,2018-02-28 19:29:31,0,0,1,0.0,0.0,0.7380015850067139
957,12421,poor tesla still glued to 18787 if 185 fails today 178 could be still in play well see qqq nqf ndx,1,2016-11-21 17:13:49,1,0,0,0.5177718997001648,0.0,0.0
958,24190,tesla now up 20 from the lows wow,1,2018-03-29 16:21:23,0,1,0,0.0,0.6601439118385315,0.0
959,28560,tesla beast mode today,0,2017-09-11 19:55:41,0,1,0,0.0,0.56706702709198,0.0
960,36094,it would be a poor idea for apple to invest in tesla warren buffett per and fbn aapl tesla,1,2018-08-30 19:48:32,0,1,0,0.0,0.7086228132247925,0.0
961,29938,tesla motors upgraded by vetr inc to hold 22809 pt tesla tesla,1,2016-08-02 05:23:28,1,0,0,0.8651643991470337,0.0,0.0
962,33017,the street needs to reevaluate these utilities fb amzn aapl nflx goog tesla months of bad execution rising debt and rates moving up not sure where it will be in 6 months,1,2018-03-28 14:51:25,0,0,1,0.0,0.0,0.4908500015735626
963,25863,tesla your tweet has been featured on market parse for iphone,1,2015-02-27 07:30:20,1,0,0,0.6194338798522949,0.0,0.0
964,35815,a big breakthrough for battery costs tesla expects its 3 new grohmann machines already arrived will be capable of battery module production at 3 times the current rate foronethird of the cost of todays module manufacturingtesla tesla tslaq,0,2018-12-03 00:07:18,1,0,0,0.8561916351318359,0.0,0.0
965,9211,this will be in production late 2016 2 full yrs before tesla model 3 which claims late 2017 but will be a yr late,0,2015-11-18 21:59:27,0,1,0,0.0,0.8338130712509155,0.0
966,128,and the thousands of miners in africa and third world countriesthat die or get serious health issues from the lithium mining that is required for the soon to be outdated tesla battery does this not matter either,1,2018-02-23 18:48:21,0,0,1,0.0,0.0,0.6914110779762268
967,36815,many people still do not understand that traditional auto manufacturers are in a passive roles and their market share has gradually been eroded by tesla tesla will be the ultimate winner thanks to great article below tesla teslayo,1,2018-09-26 17:04:30,0,1,0,0.0,0.3741615116596222,0.0
968,34082,na its the economy shifting south which is even worse for debt riddencash burning company tesla,0,2018-04-13 20:15:10,0,0,1,0.0,0.0,0.923520565032959
969,38313,tesla i thk this is the funniest tweets ive ever seen seriously u must be in great pain 350 where did u short 250 as to your cnbc interview lol,0,2018-11-09 23:17:27,0,1,0,0.0,0.6726572513580322,0.0
970,15986,is out to prove the critics wrong he does not give up and he will succeed dont bet against him tesla tesla,1,2018-09-22 00:36:42,0,0,1,0.0,0.0,0.3929862976074219
971,18345,tesla 350 today,0,2017-06-05 18:42:36,0,1,0,0.0,0.8888623118400574,0.0
972,18838,is looking to become the ultimate mobile device arkbrainstorm tesla,1,2015-01-16 18:45:56,0,1,0,0.0,0.7994250655174255,0.0
973,2299,tesla frankly loss making companies like tesla should not be in public markets it is ok to have vcs carry this kind of risk than public stockholders people like can snow vcs day in and day out but that kind of behavior is not acceptable in public markets,1,2018-08-08 06:40:11,0,1,0,0.0,0.8129246234893799,0.0
974,8368,if people are really buying into s tunnel its time to go all in on leaf blowerstsla,0,2018-12-23 22:07:27,0,0,1,0.0,0.0,0.7072137594223022
975,35844,anyone heard from ross yet poor guy just got soo emotionally invested tlsa tesla he really believed and just didnt want to see what was in plain sight strange for a guy in his position,1,2018-09-27 21:28:57,0,1,0,0.0,0.6495441198348999,0.0
976,22879,will buy distressed loans and other distressed contractual rights for ziggurat tokens at a price 1 zig 1 eur amzn etsy baba wmt tgt kr jpm fb wfc goog snap twtr agn aapl brk crm cmg dis f qqq iep ibm labu enta tesla bitcoin,1,2018-03-07 20:17:22,0,1,0,0.0,0.8294357657432556,0.0
977,4400,tesla look at the pictures and see how screwed up the glowing doors are on the model x they are still having issues he nailed my s ytd,0,2015-08-17 19:36:41,0,1,0,0.0,0.9025561809539795,0.0
978,19245,investors buy shares of tesla motors on weakness tesla,1,2015-01-13 02:27:49,0,1,0,0.0,0.9039645195007324,0.0
979,3843,earnings this week tesla earningsthisweek,0,2015-08-03 16:16:43,0,1,0,0.0,0.7448222041130066,0.0
980,9747,damn q3 earnings wednesday theyre going to be reallytsla tslaq,0,2018-10-23 00:55:45,0,1,0,0.0,0.8729907274246216,0.0
981,31869,tesla elon musk selfdriving vehicles will be ready in just two years muskselfdrivingvehicleswillbereadyinjusttwoyearsixzz3uzy35gpc tesla qqq spy spx dia djia qqq iwm,0,2015-12-21 21:08:03,0,1,0,0.0,0.6571944355964661,0.0
982,37814,tesla i guess the greedy mkt has discounted the potential colapse of ev sales in ontario then,1,2018-07-17 17:30:11,0,1,0,0.0,0.8202594518661499,0.0
983,11658,im open to opinion but yesterday was very rough so i really want to be in my own quiet place today tesla has its pros but market is going down for now that ruined my plan,1,2018-02-02 14:44:33,0,1,0,0.0,0.9027373194694519,0.0
984,26135,tesla shorts today,1,2018-08-07 18:12:33,0,1,0,0.0,0.47855818271636963,0.0
985,24100,serious questiondoes a clearly complete implosion and assorted other likely disasters at tesla mean the stock will rally 50 points tomorrow or drop 15,1,2018-08-29 22:36:46,0,1,0,0.0,0.517116367816925,0.0
986,3269,a target long term on tesla,0,2015-10-21 13:12:38,0,0,1,0.0,0.0,0.8293902277946472
987,28642,tesla the bulls now seem to cool down ss have had enough headache another squeeze may even send this over 300 not before er stocks trade,1,2017-02-14 20:25:09,0,1,0,0.0,0.8023775815963745,0.0
988,37686,without elon tesla is f or may be worse remember days of aapl without job as ceo i am not saying they will hold it but chances are very high that they will wait till oct 30th meanwhile they will play a game of hide and seek with the board of directors wait and watch,1,2018-09-29 03:07:36,1,0,0,0.7714042663574219,0.0,0.0
989,11567,amp electric aiming to be the tesla motors of delivery trucks amp vans electricaimingteslamotorsdeliveryvanstrucks via,1,2015-03-08 10:56:46,0,0,1,0.0,0.0,0.8225222826004028
990,1687,tesla nice 220 boomcheck last msg,0,2017-11-24 15:43:37,1,0,0,0.5868488550186157,0.0,0.0
991,14303,no matter what people say tesla continues to transform auto industry,1,2016-08-24 14:08:16,0,1,0,0.0,0.7692225575447083,0.0
992,6432,fang signal results table for 2018 no subscription required pay only for what you want spy qqq iwm tlt gld aapl amzn bidu googl nflx fb baba nvda gs tesla cmg,1,2018-08-15 17:53:54,0,0,1,0.0,0.0,0.7267823815345764
993,23025,tesla watchout turning the corner,1,2018-08-10 15:27:16,0,1,0,0.0,0.8130965232849121,0.0
994,38260,man who survived his car flying off cliff it was just airborne all the way down wnd9orqyuetwitter omg if it were any car but a tesla he wouldnt have survived oh wait it was an old cadillac he was living in guess whats missing from this list,1,2018-01-30 23:23:49,0,0,1,0.0,0.0,0.6043273210525513
995,8897,tesla told ya thisbaby was going hiher,0,2017-08-04 15:03:09,0,1,0,0.0,0.7077644467353821,0.0
996,8957,biggest tesla bulls see way beyond this stock dip tesla,0,2015-11-03 20:04:07,0,0,1,0.0,0.0,0.9038814902305603
997,19003,tesla bull turns fudster claims there is no 35k model 3tslaq tesla tesla,0,2018-06-29 16:50:06,1,0,0,0.5067803859710693,0.0,0.0
998,26394,tesla gonna do the same tomorrow,1,2018-02-01 19:07:56,1,0,0,0.9189466238021851,0.0,0.0
999,14545,tesla registered 559 new model3 vins highest vin is 44462 vin5yj3e1ea2jf044462vin,0,2018-05-22 10:29:15,0,1,0,0.0,0.7252857089042664,0.0
1000,34918,wednesdays watch htbx auph nak snap pulm vrx aapl tesla amd jnug ptie catb staygreen,1,2017-03-22 03:14:43,0,1,0,0.0,0.8165387511253357,0.0
1001,15959,after the bond downgrade jonas released the note that unless investors bid the stock tesla would death spiral after rallying i take it that were now in the doordie phase now jonas says this is the most important 3 months of the co q1 earnings werent supposed to matter,0,2018-05-04 22:56:12,0,1,0,0.0,0.515798032283783,0.0
1002,6759,tom how about updating this tesla story you wrote last yearhow does musk have any credibility with you 0508teslasbatterygrabbed800millioninitsfirstweek,1,2016-08-15 00:30:34,0,1,0,0.0,0.8814433217048645,0.0
1003,19490,that tesla fcf tho,1,2017-02-22 22:44:33,0,1,0,0.0,0.7744316458702087,0.0
1004,20820,that is friggin so criminal gs upgrades tesla the day of the secondary to jack it up then slam,0,2016-05-18 20:03:44,0,0,1,0.0,0.0,0.8970898389816284
1005,1673,iphone analogy absurd deeply flawed on so many levels replacement cycle of mobile phone vs car 13 yrs vs 10 price profitability capital intensity time it will take evs to displace ice vs time for smartphone to displace dumb phone etc tesla is not next apple,1,2018-09-14 15:07:46,0,1,0,0.0,0.914664626121521,0.0
1006,8082,tesla another near 300 rejection just moments ago im waiting for that flush out with margin call holders,1,2018-08-20 17:33:14,0,1,0,0.0,0.7663053274154663,0.0
1007,17846,no clue what you are prattling on about i clearly referenced a specific report and a specific guidance i have made no reference to anything beyond that the dubious report does nothing to disprove that tesla is on pace for 5055k guidance period tesla,1,2018-08-29 00:26:17,0,0,1,0.0,0.0,0.6102738976478577
1008,22078,favourite thing to trade right now tesla 290 to 370 back down to 310 this month another 4 5 off the price would be,1,2018-07-03 17:09:29,0,1,0,0.0,0.7421439290046692,0.0
1009,14948,oh thats naughty one major difference between theranos and tesla though no matter how incompetent and arrogant tesla management is see s post their product exists and is an electric car theranos never had anything resembling microfluidics,0,2018-06-15 23:11:45,0,0,1,0.0,0.0,0.6430636048316956
1010,5010,mondays premarket prep is live now listen to i on uso tesla gwph ll,1,2015-03-16 12:03:17,0,1,0,0.0,0.4430451989173889,0.0
1011,37070,ubss colin langan was a guest on bloomberg tv to offer his take on tslas 2018 production guidance of 500k units,0,2016-05-12 16:35:42,0,0,1,0.0,0.0,0.8571147918701172
1012,30072,sticking their fingers in their ears wont help their tesla stock reality sucks,1,2018-09-05 03:37:55,0,1,0,0.0,0.6052446961402893,0.0
1013,6314,erdennorskeprisenpateslamodel3klar452883hmmmso all tesla m3s are to be delivered by the end of q2 in norway if there are 10k reservations in norway as has been reported and norway as we know is 13 of all european sales then we can expect this many european m3 sales30000 tslaq,0,2018-12-08 19:07:22,0,1,0,0.0,0.48463010787963867,0.0
1014,17538,tesla spike best selling opportunity in 2018 pt135 60 downsideagm confirmed our bearish callno of model3 units china are immaterialscale competitors coming w 150 new ev modelsbmw vow dai gm f fcautsla needs a lot more cash hopelessfunding will stop,0,2018-06-27 15:55:42,0,1,0,0.0,0.868597149848938,0.0
1015,31614,this is what my tesla dashcam was recording this morning it was showing a corrupted dashcam icon though but it was recording every single file looks like this it happened straight after i updated the night before xx422tsla v923,0,2018-10-29 18:18:05,1,0,0,0.8237900733947754,0.0,0.0
1016,11607,oh wow based on my study i was about to buy tesla i will wait thanks a tonn,0,2017-12-04 18:38:35,0,0,1,0.0,0.0,0.8169559240341187
1017,1467,active traders try one of these free trading guidesnflx tesla aapl wmt gs fb amzn googl nvda,0,2018-10-01 15:30:33,0,1,0,0.0,0.7241762280464172,0.0
1018,1895,would you happen to know of companies that can be invested into in the form of stocks that mainly market ev charging stations tesla is obviously my long looking for another long to hold thanks,1,2018-09-12 01:03:41,0,0,1,0.0,0.0,0.9236922264099121
1019,37468,tesla never let small minds convince you that your dreams are too big,1,2017-03-03 17:44:31,0,1,0,0.0,0.8400076627731323,0.0
1020,8857,google needs real world miles driven to improve its self drive effort only tesla has that right now will see how that pans out,0,2016-02-12 15:16:11,0,0,1,0.0,0.0,0.7270306944847107
1021,10592,wtftsla suesoilindustryexecitsayspretendedtobeelonmusktogainsecretsutmsourceyahooutmmediumpartnerutmcampaignyahootixpartneryahootixyptryahootesla sues oil industry exec it says pretended to be elon musk to gain secrets,1,2016-09-15 01:54:42,0,0,1,0.0,0.0,0.5194494128227234
1022,26591,heres my current watch list twtr tesla luv jblu alk googl aapl qcom shop sq avgo nvda mu amd sfm tmus cost baba c jpm msft nflx bac,0,2018-06-05 03:01:27,0,0,1,0.0,0.0,0.6676579713821411
1023,23045,vxx short sales updated friday march 6 2015 055926 am luv tesla f ua,1,2015-03-06 11:15:24,0,1,0,0.0,0.8691593408584595,0.0
