,index,body,Target,Date,I(positive),I(neutral),I(negative),I(positive)*score,I(neutral)*score,I(negative)*score
906,12179,average sentiment from twitter 6h jpm 00454 mu 01047 tesla 007647 btc 0161367 eth 031496,1,2018-12-06 22:07:37,0,1,0,0.0,0.8522430658340454,0.0
907,9370,move over baggie giffords we have a new baggie in townmacquarie the blunder from down undertsla tslaq,1,2018-10-08 21:34:02,0,1,0,0.0,0.7133813500404358,0.0
908,32756,pr damodaran about tesla scty deal great explanation and reading,0,2016-10-21 20:08:05,0,1,0,0.0,0.7468504905700684,0.0
909,18597,2 refresh my memorywhat are the gross margins on the 80120000 model sxs tesla,0,2018-07-17 03:30:14,0,1,0,0.0,0.7538121938705444,0.0
910,39062,tesla updated chart break from multiple resistances and moving on good volume up 4,1,2016-07-11 16:08:21,0,1,0,0.0,0.6316019892692566,0.0
911,9681,july is coming and the flood will be interesting will probably load some jan 19 calls today if price look right tesla short squeeze seems inevitable brace for impact,1,2018-06-22 18:47:24,0,1,0,0.0,0.946991503238678,0.0
912,33001,cat caterpillar inc day lowcat tesla qrvo ewz cat tradeideas stocks,0,2015-07-30 21:33:03,0,1,0,0.0,0.829041063785553,0.0
913,10876,kaplan fox investigating tesla for possible concerning securities law violations is funding still secured tho lol,0,2018-08-09 18:08:56,0,1,0,0.0,0.8998847007751465,0.0
914,17034,and a related question why arent at least some directors trying to leave tesla s board asapi dont see any reason for independent directors to join or stay given musks erratic behavior which could result in legal actionliability for tesla board members down the road,0,2018-10-05 15:43:41,0,0,1,0.0,0.0,0.9371487498283386
915,11852,the cio and cao both left recently and mysteriously on the verge of a major data release they have not been replaced if securities fraud is a concern this is exactly what would happen tesla,0,2018-06-29 11:15:08,0,1,0,0.0,0.7610552310943604,0.0
916,36417,hmm looks net positivetsla,0,2018-05-15 16:30:04,0,0,1,0.0,0.0,0.9273779988288879
917,29637,tesla stock climbs 30 the 24nov17 option straddle is implying a 17 move in the next 3 days,0,2017-11-21 18:58:37,0,1,0,0.0,0.8259435296058655,0.0
918,6326,elon the bigger man tesla elonapology markets stocks cars sports music atari innovator success dunbargk,1,2018-08-01 21:57:35,0,0,1,0.0,0.0,0.5111238360404968
919,4564,tesla crazy ceo but i love it fuck skeptics fuck the media and analysts you are still a savant all these analysts and traders r rich bc of your invention,1,2018-05-03 15:28:39,0,1,0,0.0,0.5626567006111145,0.0
920,25900,tesla look like its all about the mid bb on the daily chart if pound thru it will run,0,2017-11-21 14:50:57,1,0,0,0.8907875418663025,0.0,0.0
921,550,transforming inventory into favors cash on hand and operating cash flow tesla,0,2018-09-27 19:03:09,0,0,1,0.0,0.0,0.723687469959259
922,3930,second best day of my trading career mostly thanks to nflx tesla googl hell of a day theres something to be said about risk management but also striking when the iron is hot,0,2018-06-14 20:21:54,0,1,0,0.0,0.6011435985565186,0.0
923,22186,tesla up as company explores opening plant in china tesla stocks investing sharesrisereportcompany134834184html,0,2017-06-20 14:13:39,0,0,1,0.0,0.0,0.7221946716308594
924,21016,twtr short sales updated thursday february 26 2015 110729 pm slv tesla hl nfx,0,2015-02-27 04:15:41,0,0,1,0.0,0.0,0.8404797911643982
925,33553,tesla might snap back to 225 to close spy appl,0,2016-06-10 17:15:01,0,0,1,0.0,0.0,0.8615373373031616
926,22871,tesla model 3 not available on lease anywhere,1,2018-07-12 15:32:34,0,1,0,0.0,0.8795448541641235,0.0
927,9532,geezus tesla flood gates reopened,0,2018-08-07 19:46:25,0,1,0,0.0,0.8809759616851807,0.0
928,24367,he suffersfrom the same lack of selfawareness many people develop when they are expert or successful in one thing they assume they will automatically be equally as brilliant and successful in other thingsbeing a brilliant at deceit auto manufacturing genius tesla,1,2018-10-10 00:40:56,0,0,1,0.0,0.0,0.5768063068389893
929,20110,usa liberty all star eqty fund bidusa tesla rsp dug usa tradeideas tradeideas,1,2015-12-25 01:48:39,0,1,0,0.0,0.8854396939277649,0.0
930,31742,7 downtrodden stocks to buy including netflixnflx skx stt tesla lb mtch gps gsky,1,2018-07-25 19:14:12,0,1,0,0.0,0.6601397395133972,0.0
931,1033,i see some amateur traders saying tesla filled the gap today noit didnt the gapfill is at 26579 protip we never cut thru candles on price chartsgst,0,2018-10-05 00:38:02,1,0,0,0.8323447108268738,0.0,0.0
932,38966,key man risk at fcaualso owns tesla they dont teach this level of logic at your undergrad nonpenn plebs,1,2018-07-23 13:10:14,0,1,0,0.0,0.6373666524887085,0.0
933,30283,reminder to tslaq shortsthis is what were up against complete idiots still basking in the glow of despite the fact that he is a proven securitiesfraudcommitting liaruntil his reputation is ruined victory is still far awaytsla,0,2018-11-12 18:34:23,0,1,0,0.0,0.5957146883010864,0.0
934,70,rt compx spx will lose today around 2 on china slowdown tesla bidu gpro amzn nflx fb goog aapl qqq quant,0,2015-08-11 14:14:43,0,1,0,0.0,0.5282143950462341,0.0
935,39796,tesla motors inc tesla model x production line is set up and ready to go tesla,1,2015-06-27 04:19:13,0,1,0,0.0,0.7457780838012695,0.0
936,12507,cc tesla tslaq which one is the true baggy,1,2018-09-07 18:14:31,0,0,1,0.0,0.0,0.5330892205238342
937,25366,if elon says that he is going to make space x successful then its a fact if elon says he is going to take tesla private for 420 then its going private its not matter of if but when never doubt a man that puts in 120 hours a week to achieve his accomplishments,0,2018-08-19 06:29:39,0,0,1,0.0,0.0,0.7508957386016846
938,13958,funny how tesla haters move the conversation away from production profitability and cashflow to thai cave 30k gop and crooked pro union employees as an investor and long trader i totally dont care about the last 3bear case is dyingproduction profit and cash,0,2018-07-15 15:57:04,0,0,1,0.0,0.0,0.8747516870498657
939,3177,why is musk unloading tesla sec form 4 enforcement tslaq,1,2018-10-12 17:41:10,0,1,0,0.0,0.9104918241500854,0.0
940,21579,tesla 50 downside selling every spikemusk quit chairman role in fraud settlementwont be able to spin endless hypes anymorefriday downgradesbarclays 130share musk premium may go awayciti sell pt225jpmorgan a number of negative implicationsbuy goog nvda,0,2018-10-01 12:10:21,0,1,0,0.0,0.9212306141853333,0.0
941,853,rt tesla hft algos broke 20650 in sigmax crossfinder ats lx 1439 pt 19500 quant msft twtr goog amzn aapl nflx fb qqq,1,2016-03-11 19:39:58,0,1,0,0.0,0.8240545392036438,0.0
942,6346,tesla 9 plunge shouldnt worry investors but late comers should wait tesla,1,2017-09-25 16:04:13,0,1,0,0.0,0.8803687691688538,0.0
943,29625,dear enforcement who is actually writing the tesla tweets that is launching one thing seems clear its not her its someone who has decided to give you the big finger tslaq,1,2018-10-11 15:06:59,0,0,1,0.0,0.0,0.7444543242454529
944,6394,you nailed it on snap sounds much like tesla noonewantstoworkthere,1,2018-10-09 14:50:57,0,1,0,0.0,0.5448828935623169,0.0
945,2730,proof that elon and his cult only care about he stock price nothing else not the planet or the customers or the creditors no one tesla tslaqelonmusksechtml,0,2018-10-02 23:40:15,0,1,0,0.0,0.8984599709510803,0.0
946,39249,my guess is you pretty much suck at driving already we dont want you playing atari while you use the alleged self driving feature to crash into red fire trucks lol tesla tslaq,0,2018-09-26 17:24:00,0,1,0,0.0,0.7846771478652954,0.0
947,25486,wsj heard on the street reporter tweets about one of musks fraudulent diversions when tesla is discussing a prepackaged bankruptcy that will blow out all of the equity i call him out on it he blocks me what has happened to the wall street journal tesla tslaq,1,2018-10-07 13:13:36,0,1,0,0.0,0.5059317946434021,0.0
948,29242,biggest issue for rest of the day outside ridiculous volatility its the spread in beta amzn googl 3 spreads with 100 lots nflx tesla nvda etc 50 wide spreads,1,2018-02-06 16:06:56,0,1,0,0.0,0.8650171756744385,0.0
949,7827,why has tesla moved up call1 good news em in rush to burn shorts2 good news in a rush a to raise 3 good news no need to raise 4 goodish news desire to control narrative5 good news need to get it out to provide margin call breathing room,1,2018-10-24 13:38:00,0,0,1,0.0,0.0,0.8879832625389099
950,8899,4 popular stocks for young investors aapl fb tesla ge,0,2015-08-14 18:54:17,0,1,0,0.0,0.8338510990142822,0.0
951,9480,sensor system companies take center stage in a selfdriving future frsx goog tesla alv aapl news,1,2018-05-22 13:15:49,0,0,1,0.0,0.0,0.545677125453949
952,28346,real trading is way easier in companies that make real money and real investors know in the long run real investing is more profitable than day trading tesla,0,2018-05-06 10:02:43,0,0,1,0.0,0.0,0.8782402276992798
953,24150,tenancy tribunal makes example of landlord with 4100 fine via gld xauusd tesla barc lyg jpm c gbtc sq amzn coin aapl spy nflx nvda mu opec usd jpy usoil ukoil,0,2018-04-09 01:26:36,0,0,1,0.0,0.0,0.6577430367469788
954,24620,holding a long position on tesla is the most nerve wrenching thing ive ever done rollercoaster,1,2018-10-24 20:22:28,0,1,0,0.0,0.8631992340087891,0.0
955,4285,sales were 700 in the comparable quarter china is the largest ev market in the world and has been a separate segment in tesla financials since it is a major component of their historical revenue if youre disregarding china importance youre making a mistake tesla,0,2018-11-27 13:16:59,0,1,0,0.0,0.8482146859169006,0.0
956,7298,thats a lot of 1k deposits for model3 tesla,1,2017-08-02 20:19:06,0,1,0,0.0,0.8688597679138184,0.0
957,12421,happy hour40 how much money does a good day trader maketopics includehow much money does a day trader makewhy am i always getting stopped outthe legend of the black shirt 2spy fb twtr tesla,1,2018-03-31 18:40:00,0,1,0,0.0,0.7884424924850464,0.0
958,24190,f gm plan electric car blitz as tesla burns billions,1,2017-10-03 00:44:38,0,1,0,0.0,0.7625746726989746,0.0
959,28560,tesla motors inc tesla begins fight on gigafactory violence tesla teslamotors motorsinctslabeginsfightongigafactoryviolenceutmcampaigntwitterutmmediumtwitterutmsourcetwitter,0,2015-10-20 13:10:47,1,0,0,0.5016600489616394,0.0,0.0
960,36094,diversiondistraction tesla can do better than this elon musk is going to connect your brain to the internet,1,2017-04-22 07:13:27,0,0,1,0.0,0.0,0.5805090069770813
961,29938,nope thats not what modigliani miller said debt is not always cheaper in cap structure tesla tslaq,1,2018-12-08 21:03:04,0,0,1,0.0,0.0,0.6263294816017151
962,33017,what my two short positions have in common is the china hustle what happens behind the wall remains behind the walltsla hlf,1,2018-05-03 21:52:50,0,1,0,0.0,0.6521263122558594,0.0
963,25863,more selling coming for tesla well see but if 28180 fails the next lower targets are 2765 again 2667 26491 bulls must retake 2854 first then 295 in order to show any real strength to the upside qqq nqf ndx elon,1,2018-05-04 12:57:29,0,0,1,0.0,0.0,0.596390426158905
964,35815,fuck me dont have enough crash putstsla,0,2018-09-27 20:16:43,0,0,1,0.0,0.0,0.8557371497154236
965,9211,so after all that madness says tesla staying public what are the implications of this quick resolution surely may embolden critics who didnt like the initial funding secured tweet public,0,2018-08-25 03:30:00,0,0,1,0.0,0.0,0.5357558131217957
966,128,this article represents everything wallst doesnt understand about innovation tesla disruption technology tesla,1,2015-07-25 23:20:38,0,1,0,0.0,0.8858138918876648,0.0
967,36815,seminole mgmts 13f for 18q1 shows it added hpq tesla nflx ba increased fb dal intc sold out t tsn amgn fundportfoliosmichaelmessner,1,2018-04-27 00:57:02,0,1,0,0.0,0.5806944370269775,0.0
968,34082,tesla paying chinese one dollar hour ripping off the taxpayers now i know why this guy is rich cant wait to buy that quality car,0,2017-10-23 12:45:33,0,1,0,0.0,0.7440943121910095,0.0
969,38313,and even if the tesla 400k order number is bad cat is out of the bag go ahead correct it on prospectus ppl still going to buy into it,0,2016-04-29 23:00:35,0,1,0,0.0,0.5134137868881226,0.0
970,15986,tesla max pain is 34000 for maturity 02162018 maxpain options,1,2018-02-13 00:17:32,0,1,0,0.0,0.8016030788421631,0.0
971,18345,take the case to trialhire the dream teamgodspeed sweet godking tesla tslaq,0,2018-10-05 21:48:50,0,1,0,0.0,0.43821167945861816,0.0
972,18838,musk is dreaming big enable your car to make money for you when you arent using itmasterplan tesla,1,2016-07-21 01:05:09,0,1,0,0.0,0.5033789277076721,0.0
973,2299,hpil pulls back 20 on 400 trades 1 mil shares moves hpil down 20 very thin nsav mspc bioaq vape celz btop hmny plsb aapl tesla wh rlbd pnat dirv sode msft hiph rshn nnsr amzn amrn fusz frfs acbff gcan rdgl rbiz rcgp lclp canb cnab hpil mlhc,1,2018-10-08 10:03:07,0,0,1,0.0,0.0,0.5121708512306213
974,8368,is that johnson still alive or had drowned in his underwater puts tesla,0,2015-02-19 16:47:59,0,1,0,0.0,0.860677182674408,0.0
975,35844,tesla msp algo said price was bullish when price was near 306 red candles does not mean bearish green candles do not mean bullish tesla,1,2017-07-12 12:29:26,0,1,0,0.0,0.5086604952812195,0.0
976,22879,amazing day in awesomecalls another 10 trading ideas laid out all in premarket to nail gene icpt has adro sedg akba tesla ampe tasr,1,2015-04-20 19:16:30,0,0,1,0.0,0.0,0.6107515692710876
977,4400,teslas transformative year is hitting a brick wall tesla,0,2018-04-07 06:48:35,1,0,0,0.9324902892112732,0.0,0.0
978,19245,teslas ceo suggests shares may currently be overvalued after trolling shorts just last month tesla,1,2017-05-20 00:40:04,0,1,0,0.0,0.8240177631378174,0.0
979,3843,from my experience if tesla 5500 option 20 autopilot had to take the same dmv driving test my 16yr daughter took it would fail,0,2017-10-18 09:15:59,0,1,0,0.0,0.7269651889801025,0.0
980,9747,with china news tesla should b way higher but mms have a job to bail out big boy shortselse this going way higher into modal 3 release,0,2017-06-20 14:45:47,0,1,0,0.0,0.7654268145561218,0.0
981,31869,tesla here is our gap fill and test of support in tesla id like to add one more time this time on strength maybe monday,0,2016-06-10 18:08:42,1,0,0,0.8423917889595032,0.0,0.0
982,37814,rich s worker filmed sleeping on autopilot workerfilmedallegedlysleepingwithautopilotactive autopilot unsafeatanyspeed unsafeifasleeporawake,1,2018-06-09 04:37:14,0,1,0,0.0,0.8535474538803101,0.0
983,11658,tesla shorttsla tesla week the model 3 is going to ruin tesla here we go again via weekthemodel3isgoingtoruinteslaherewegoagain34f5d10067e3,1,2018-01-07 13:19:13,0,1,0,0.0,0.8792288303375244,0.0
984,26135,rt aapl hft algos triggered buy in sigmax crossfinder ats lx 0930 pt 12000 bidu gpro amzn nflx fb goog tesla qqq quant,1,2015-08-18 13:30:58,1,0,0,0.9620590806007385,0.0,0.0
985,24100,spy looking for buyersagain tesla also,1,2017-01-19 18:16:47,0,0,1,0.0,0.0,0.9116452932357788
986,3269,hysterical sad and pathetic that the only tesla long thesis revolves around musk tweeting thebigshort noprofits noproducts nocash,0,2017-10-27 16:52:24,0,1,0,0.0,0.5096358060836792,0.0
987,28642,hmmm i dont think that would be a good idea either imagine a musk developed product with a high speed blade attached to it with automow tech talk about a real killing machine potentialtsla,1,2018-05-29 12:44:26,0,0,1,0.0,0.0,0.5130900144577026
988,37686,a must read on tesla scty from the king of dead companies if deal goes through risk of going broke rises notably,1,2016-06-23 15:24:52,1,0,0,0.8316212892532349,0.0,0.0
989,11567,tesla 6pt drop there in a tick,1,2018-02-07 21:17:47,0,1,0,0.0,0.8506919741630554,0.0
990,1687,tesla quality is the best isnt it,0,2018-08-30 20:57:16,0,1,0,0.0,0.43371182680130005,0.0
991,14303,sounds like a squeeze is coming monday tesla scty,1,2016-10-09 17:42:47,0,0,1,0.0,0.0,0.731092095375061
992,6432,or a tesla buyouthahaha ah i almost got it out with a straight face but started laughing so hard pastrami came out my nose,1,2016-07-13 14:29:27,0,1,0,0.0,0.7489914894104004,0.0
993,23025,silver lake not currently discussing on musks deal tesla,1,2018-08-14 01:53:04,0,1,0,0.0,0.9311141967773438,0.0
994,38260,nice look broke the 200 sma this am and 25 short int it had been trending tesla,1,2016-12-27 17:10:57,0,1,0,0.0,0.6107063293457031,0.0
995,8897,tesla stopped out of puts just gonna let the crypto nerds chase it up for now,0,2018-08-20 15:43:11,0,0,1,0.0,0.0,0.9015106558799744
996,8957,actives on open cboe aapl yy twtr c fb tesla mnkd bidu,0,2015-03-06 14:52:03,0,1,0,0.0,0.9088225960731506,0.0
997,19003,tesla been long since 342 vero good bounce here at volume target 360,0,2018-03-13 18:48:38,0,1,0,0.0,0.8840644359588623,0.0
998,26394,rt elon musk is now officially a used car salesman tesla,1,2015-05-07 12:35:16,0,1,0,0.0,0.6871170997619629,0.0
999,14545,stable is the new volatile better to buy tesla if you want sov,0,2018-10-05 13:10:04,1,0,0,0.6364819407463074,0.0,0.0
1000,34918,ive made more money buying down stocks in good misunderstood companies than trying to trade in and out and time much more long term tesla,1,2015-03-30 19:12:21,0,1,0,0.0,0.8143020272254944,0.0
1001,15959,thursdaythoughts we think you should keep an eye on these stocks today tesla mat msft wba axp,0,2016-10-20 14:00:28,0,1,0,0.0,0.8809283971786499,0.0
1002,6759,my thoughts on the press release 1 tesla burned 750 million on inventory build alone in q2 which means total cash burn of 1115 billion for the quarter 2 model sx deliveries were down 11 yoy 3 how many of the intransit model 3s are in deliverable condition,1,2018-07-02 14:15:05,0,1,0,0.0,0.597959578037262,0.0
1003,19490,average sentiment from twitteramd 03314 goog 07040 fb 02378 mmm 0672 amzn 04068 intc 0505 pm 0506 ms 0874 jpm 01714 mu 1001 tesla 013193,1,2018-11-23 02:33:24,0,1,0,0.0,0.8278770446777344,0.0
1004,20820,hows the weather in shortsville today tesla elonmusk,0,2017-09-14 18:46:10,0,1,0,0.0,0.9316620826721191,0.0
1005,1673,chartsmarter monday game plan mondaygameplan42417 markets ignore french elections this wknd jbht col fis adsk tesla wynn ions,1,2017-04-22 11:54:11,0,0,1,0.0,0.0,0.819929301738739
1006,8082,crowded short like tesla you dont often win on first try,1,2016-03-22 19:28:17,1,0,0,0.5129153728485107,0.0,0.0
1007,17846,and in other news dog bites mantsla,1,2017-12-27 15:25:00,0,1,0,0.0,0.8781656622886658,0.0
1008,22078,flight to safety i dont think so tesla,1,2018-10-08 13:45:23,1,0,0,0.8981812000274658,0.0,0.0
1009,14948,tesla 22040stoptoppy 214215target,0,2016-06-06 19:50:32,0,0,1,0.0,0.0,0.673885703086853
1010,5010,dont miss our next free option trade sign up for our daily free trades at nvda tesla gs pypl bac googl fb,1,2018-11-02 03:00:13,1,0,0,0.9032421708106995,0.0,0.0
1011,37070,tesla dropping ah is probably a buy only cuz tesla has had about 75000 more significant reasons to dump other than an acct leaving for personal reasons,0,2018-03-09 00:54:29,0,1,0,0.0,0.7209126949310303,0.0
1012,30072,dont look now but someone took the brakes off of tesla,1,2016-06-27 16:40:29,0,1,0,0.0,0.8005448579788208,0.0
1013,6314,gme gamestop corp message board postsgme tesla mhys ashr gme tradeideas stocks,0,2015-08-15 16:37:37,0,1,0,0.0,0.8413881063461304,0.0
1014,17538,why tesla inc stock jumped 113 in march tesla,0,2017-04-06 17:09:06,1,0,0,0.6914223432540894,0.0,0.0
1015,31614,oh by the way the porsche chargers 350kw are approximately 3x as fast as the tesla socalled superchargers so if youre a rich guy whose time is worthless by all means stick with teslatslaq,0,2018-03-18 15:23:53,0,1,0,0.0,0.5974193811416626,0.0
1016,11607,letting in the would also likely trigger an osha report etc and theyre in a union fight so shhhhhbut im sure their redoubtable internal data shows a wonderfully large doubledigit improvement in tesla factory safety ratings,0,2018-04-05 20:25:51,0,1,0,0.0,0.7288833260536194,0.0
1017,1467,picked up tesla today 260 target,0,2017-02-28 17:33:13,0,1,0,0.0,0.5514324307441711,0.0
1018,1895,this guy here is basically selling something he doesnt have or know if or when he will have it full self driving and whats the coverage on that that coverage should actually mirror theranos because theranos was doing the exact same thing tesla,1,2018-07-06 11:03:19,0,0,1,0.0,0.0,0.5631577968597412
1019,37468,20 stocks millennial investors love amd aapl f ge fb gpro msft fit snap bac tesla twtr nvda baba amzn,1,2018-05-25 15:19:39,0,0,1,0.0,0.0,0.6859555840492249
1020,8857,tesla 2year low,0,2016-02-03 18:07:43,0,0,1,0.0,0.0,0.6123246550559998
1021,10592,i like tesla twtr by thats it stocks that i have liked are all near all time high such as fb lnkd amzn,1,2015-11-12 20:27:38,1,0,0,0.600843608379364,0.0,0.0
1022,26591,tesla story is just plain insane talk about paying up for future earnings,0,2017-04-03 15:25:18,0,1,0,0.0,0.8649404048919678,0.0
1023,23045,tesla tesla factory workers pushing for a union just sent a list of demands to the companys board 470d3aaba7213cc615dd48d1ssteslafactoryworkerspushinghtml stocks spy fb,1,2017-08-01 00:10:24,1,0,0,0.6256656050682068,0.0,0.0
1024,17588,its in the most recent quarterly update talking about how many people are trading in less expensive cars when buying the model 3 so dont believe me read what tesla wrote and what so many tesla fans have written at twitter,0,2018-12-12 22:11:00,0,1,0,0.0,0.6581698060035706,0.0
1025,32403,if going private is in any way serious its to allow for restructuring in such a way that it wont cause a domino effect tesla failing will lead to questions of valuations given to growth narrative stocks and then the wider market momentum being detached from actual growth,0,2018-08-11 22:17:59,0,0,1,0.0,0.0,0.50941002368927
1026,2851,not too many big movers out there stz higher tesla bouncing back higher tesla weakness in webmd wbmd,0,2016-08-09 14:10:44,0,1,0,0.0,0.7069441676139832,0.0
1027,28407,kind of an important level here for tslatapping bottom or the trendline,0,2018-08-30 14:06:34,0,1,0,0.0,0.5496904253959656,0.0
1028,30271,jack jack in the box inc 52wk highclick here jack aal tesla dia jack stockmarket investing,1,2015-05-09 18:53:34,0,1,0,0.0,0.8688384294509888,0.0
1029,27889,2am elon time 60 billion mkt cap company where he is ceo this is what hes focused on finding a narrative to blame someone for liquidity issues at tesla when it all comes crashing down,1,2018-07-13 10:15:14,1,0,0,0.5669155120849609,0.0,0.0
1030,23119,tesla volume coming in previous resistance holding as support,1,2015-04-30 19:33:23,0,1,0,0.0,0.8435675501823425,0.0
1031,25099,the tesla board sat on its hands while elon musk created a mythology of himself as visionary leader cultivated a zealous following of true believers so the board became stuck with one and only one ceo now it must get rid of musk yet it fears doing so,0,2018-10-05 00:50:15,0,0,1,0.0,0.0,0.8063693642616272
1032,35341,i remember this story from 1929tsla,1,2018-03-28 18:07:27,0,1,0,0.0,0.9280763864517212,0.0
1033,14064,tesla motors inc is losing its most powerful state support tesla teslamotors,0,2015-12-16 16:47:42,0,1,0,0.0,0.6058197021484375,0.0
1034,16606,tesla tesla working 247 to crank out model 3s,1,2018-04-19 00:28:42,0,1,0,0.0,0.6147162318229675,0.0
1035,20693,its pretty funny to watch the tslaq dumdums tweeting insults at in hopes that they will get a response heres a bit of advice for yalltsla,0,2018-11-14 04:40:56,1,0,0,0.9151174426078796,0.0,0.0
1036,6648,and how is that different then a media outlet publishing a speculative neg piece on tesla midday causing the stock to drop,0,2018-08-08 02:05:48,0,0,1,0.0,0.0,0.5374651551246643
1037,5352,tesla is a toxic investment,0,2016-02-06 03:51:48,0,1,0,0.0,0.814481794834137,0.0
1038,19048,setups for friday other stocks to watch fxcm ll ulta loco hlf intc gpro ea atvi ann fb c cytk tesla bp,1,2015-03-13 12:04:19,1,0,0,0.8097660541534424,0.0,0.0
1039,14806,rt jowens510 2 views of teslas small 115b capital raise wow model 3 must be going great oh so tesla,1,2017-03-16 19:39:18,0,0,1,0.0,0.0,0.6948007345199585
1040,29618,what i got from the email musk is getting very desperate any profit margin on m3 just vanished and stock will get a bounce on 6000 production goals even though hes never met a goal yetever tesla,1,2018-04-18 03:12:37,0,1,0,0.0,0.5078728199005127,0.0
1041,16423,tesla q3 on 1024 two day notice interesting releasesnewsreleasedetailsteslaannouncesdatethirdquarter2018financialresultsand,1,2018-10-23 00:32:38,0,1,0,0.0,0.5414237976074219,0.0
1042,2830,tesla if you read in seeking alpha recently the 10q statement was in the previous last 10q statement verbatim people must didnt read,0,2016-08-08 09:12:09,0,1,0,0.0,0.5900453329086304,0.0
1043,35357,how could they possibly not have a test driver protected enough to withstand a crash awful tesla,1,2016-07-01 05:55:10,0,0,1,0.0,0.0,0.7457546591758728
1044,27639,if u tradewatchchart fb tesla amzn googl nflx aapl lnkd fit gild take a free trial you will love the room,0,2015-09-25 11:37:11,0,1,0,0.0,0.8327255845069885,0.0
1045,10470,really hmmm its almost as if he tweeted just to boost the stock price tesla hello sec are ya listening wth,0,2018-08-08 13:06:38,0,0,1,0.0,0.0,0.9139986038208008
1046,33140,tesla iwm slammed mkt is relentless if u are long biased,1,2015-01-15 14:55:23,0,1,0,0.0,0.8984742164611816,0.0
1047,37367,are some of these tesla model 3s being disposed of shipped off to chinathe tesla employee said that the model 3 vehicles going to china are to be used as showroom vehicles andor to train service center personnel,0,2018-09-23 16:09:10,0,1,0,0.0,0.9243223667144775,0.0
1048,38547,your statements assume no incremental profits from increased sales from tesla lemur model 3 and assume no sales of zev or regulatory credits in q4they also assume no additional cost savings achieved over the quartertry again tesla,1,2018-11-03 02:31:02,0,1,0,0.0,0.9172489047050476,0.0
1049,33027,mjtv major news you have to see this cbis drys mcoa tesla msft goog fnrc vgpr,1,2017-03-13 13:21:47,0,1,0,0.0,0.6661825776100159,0.0
1050,28410,this is the part that really bugs me about tesla criticism of reveal company is both complaining that the story is onesided and complaining about efforts used to get as many different voices as possible for the sake of fairness you cant complain about both,1,2018-04-17 18:38:53,0,1,0,0.0,0.5360928177833557,0.0
1051,38217,why clr orly and tesla are 3 of todays worst stocks,1,2017-07-05 20:39:28,0,1,0,0.0,0.8566845655441284,0.0
1052,15826,tesla seems visiting the lod again,0,2017-11-02 16:56:26,0,1,0,0.0,0.7287078499794006,0.0
1053,29609,facebook is a great opportunity down here as is tesla and google fb tesla googl tgftrade people love their teslas search where to go with google and post it on instagramfacebook thankgoditsfridaytrade,0,2018-09-28 21:10:08,0,1,0,0.0,0.813800573348999,0.0
1054,10378,yes tesla share price still hasnt broken that muskmargin support line,0,2018-11-15 21:29:41,0,1,0,0.0,0.5213766694068909,0.0
1055,23358,tslaq teslas equity is completely worthless its the best company to short tesla is still a zero reality,1,2018-06-17 14:41:00,0,1,0,0.0,0.507752001285553,0.0
1056,16386,two more tesla mod xs sit waiting for suspension repairs,0,2016-06-10 16:01:32,0,1,0,0.0,0.8066901564598083,0.0
1057,33824,uses this ancient criticalthinking strategy to outsmart everybody else tesla,1,2015-01-13 15:18:01,1,0,0,0.8761709928512573,0.0,0.0
1058,23305,wow being accredited is no easy feat,1,2018-08-12 21:38:49,0,1,0,0.0,0.507739245891571,0.0
1059,38636,tesla current stock price 38473 tesla teslastock bot,0,2017-06-23 16:30:03,0,0,1,0.0,0.0,0.9227093458175659
1060,28344,tesla director sold 17b worth of stock 73 now i know why fishysmelledmon,1,2017-07-07 02:31:45,1,0,0,0.9783177375793457,0.0,0.0
1061,4168,european stocks called modestly higher amid cautious global trading tesla,1,2017-02-24 07:06:05,0,0,1,0.0,0.0,0.5425999760627747
1062,12983,tesla marketwatch first take tesla investors missed opportunity to hold elon musk co accountable,1,2018-06-06 07:01:45,0,0,1,0.0,0.0,0.9357450604438782
1063,2907,tesla downgraded by vetr inc to strong sell 28306 pt tesla tesla,0,2017-12-12 05:16:20,0,0,1,0.0,0.0,0.7234195470809937
1064,22132,so while you fanboys may applaud this at least those of you without an instantly obsolete car i applaud it tootsla,0,2017-01-23 12:44:38,1,0,0,0.7051939368247986,0.0,0.0
1065,39578,via zerohedge in cryptic tweet elon musks spacex says it has signed up the first moon tourist 0914cryptictweetelonmusksspacexsaysithassignedfirstmoontourist tesla,1,2018-09-14 19:07:55,0,1,0,0.0,0.8889578580856323,0.0
1066,18363,probably takes the stupid idea of aapl buyingoverpaying for tesla off the table giving aapl a little pop,1,2016-06-21 21:51:14,0,0,1,0.0,0.0,0.5127637386322021
1067,2276,just in tesla up 12 percent premarket model 3 production is highest priority spokesperson tesla,0,2018-04-03 10:04:19,0,1,0,0.0,0.7125604152679443,0.0
1068,12745,classic musk on falconheavy launch its bound to be exciting one way or another you should definitely tune intsla falconheavylaunch,1,2018-02-06 19:57:19,0,1,0,0.0,0.4957026243209839,0.0
1069,39508,cobalt is the new black aapl tesla,0,2018-02-21 07:51:34,0,1,0,0.0,0.6489605903625488,0.0
1070,37196,1 to 4 trade alerts with 50 to 100 profit potential everyday try our team fb nflx amzn agn tesla aapl gs,0,2018-10-02 16:15:11,1,0,0,0.5063643455505371,0.0,0.0
